sector_score,para_a,para_b,total,numbers,money_value,district,loss,history,risk
1.85,2.89,0.11,3.0,5.0,0.04,2,0,0,1
55.57,0.45,8.27,8.72,5.0,9.43,4,0,0,1
2.37,0.73,0.05,0.78,5.0,6.14,6,0,0,1
1.85,0.21,0.0,0.21,5.0,0.0,2,0,0,0
3.41,0.77,0.0,0.77,5.0,0.32,2,0,0,0
21.61,0.02,0.66,0.68,5.0,0.0,2,0,0,0
2.72,3.48,17.85,21.33,5.0,9.53,2,0,0,1
21.61,0.37,0.46,0.83,5.0,0.0,2,0,0,0
1.85,3.46,0.09,3.55,5.0,0.06,2,0,0,1
59.85,0.06,0.0,0.06,5.0,0.0,2,0,0,0
55.57,0.71,0.0,0.71,5.0,0.0,2,0,0,0
55.57,0.51,0.5,1.01,5.0,0.09,2,0,0,0
1.85,0.0,0.0,0.0,5.0,0.19,6,0,0,1
55.57,1.2,0.54,1.74,5.0,0.45,2,0,0,1
21.61,0.59,0.69,1.28,5.0,0.0,2,0,0,0
1.85,0.95,0.0,0.95,5.0,0.13,4,1,0,1
3.41,25.4,51.74,77.14,5.0,12.67,6,0,2,1
55.57,1.06,1.6,2.66,5.0,16.09,2,0,0,1
55.57,1.28,0.0,1.28,5.0,0.22,2,0,0,1
21.61,0.67,0.75,1.42,5.0,0.39,2,0,0,0
2.37,1.62,0.49,2.11,5.0,0.0,2,0,0,1
59.85,0.42,0.0,0.42,5.0,0.0,4,0,0,1
55.57,0.26,0.21,0.47,5.0,0.05,2,0,0,0
3.89,4.95,42.61,47.56,5.0,3.46,6,0,1,1
2.72,4.9,98.71,103.61,5.5,82.99,2,0,1,1
2.37,1.27,1.01,2.28,5.0,1.15,2,0,0,1
3.89,10.96,41.47,52.43,5.0,35.21,2,0,1,1
3.89,0.0,18.05,18.05,5.0,2.29,2,0,0,1
3.89,0.0,0.58,0.58,5.0,0.0,2,0,0,0
2.37,0.0,0.0,0.0,5.0,0.0,2,0,0,0
2.34,0.0,0.0,0.0,5.0,0.0,2,0,0,0
55.57,0.84,0.0,0.84,5.0,0.0,2,0,0,0
1.85,3.17,0.44,3.61,5.0,0.0,4,0,0,1
3.41,1.01,0.0,1.01,5.0,0.28,2,0,0,1
3.41,1.44,9.65,11.09,6.5,10.03,2,0,0,1
3.41,0.63,0.0,0.63,5.0,0.0,2,0,0,0
3.41,1.01,0.0,1.01,5.0,0.0,2,0,0,1
1.85,7.07,0.72,7.79,5.0,0.0,2,0,0,1
55.57,1.08,0.0,1.08,5.0,0.0,2,0,0,1
55.57,0.0,0.0,0.0,5.0,0.0,2,0,0,0
55.57,0.8,0.57,1.37,5.0,0.0,2,0,0,0
3.41,1.21,34.03,35.24,5.0,5.36,2,0,0,1
3.41,0.17,0.0,0.17,5.0,0.0,2,0,0,0
3.89,0.0,3.71,3.71,5.0,29.63,2,0,0,1
55.57,0.0,0.0,0.0,5.0,0.0,2,0,0,0
2.37,3.42,10.55,13.97,5.0,6.96,2,0,0,1
2.72,2.46,6.72,9.18,5.0,0.0,2,0,0,1
2.37,1.66,0.83,2.49,5.0,0.31,6,0,0,1
55.57,1.36,0.0,1.36,5.0,0.0,2,0,0,1
59.85,0.01,0.0,0.01,5.0,0.6,2,0,0,0
3.41,3.63,10.85,14.48,5.0,0.28,2,0,0,1
1.85,19.21,2.47,21.68,5.0,0.0,6,0,0,1
55.57,1.24,2.27,3.51,5.0,0.0,6,0,0,1
1.85,9.19,4.2,13.39,5.0,0.52,2,0,0,1
1.85,2.43,0.27,2.7,5.0,0.0,2,0,0,1
55.57,0.0,0.0,0.0,5.0,0.0,2,0,0,0
3.89,0.0,10.8,10.8,6.0,11.75,2,0,0,1
1.99,1.27,0.0,1.27,5.0,2.77,2,0,0,1
15.56,0.0,0.0,0.0,5.0,23.97,6,0,0,1
2.72,2.0,0.32,2.32,5.0,5.37,2,0,0,1
55.57,0.69,0.81,1.5,5.0,0.0,2,0,0,0
1.85,3.83,0.28,4.11,5.0,0.0,2,0,0,1
1.85,8.53,0.16,8.69,5.0,0.52,2,1,0,1
1.85,4.04,0.0,4.04,5.0,0.79,6,0,0,1
55.57,0.95,0.72,1.67,5.0,0.0,4,0,0,1
1.99,0.59,0.0,0.59,5.0,0.0,6,0,0,1
59.85,0.0,0.0,0.0,5.0,3.3,2,0,0,0
1.85,0.44,0.62,1.06,5.0,0.64,2,0,0,0
2.72,1.35,0.0,1.35,6.0,680.14,2,0,0,1
2.36,1.71,0.0,1.71,6.5,88.4,6,0,4,1
3.89,0.0,3.98,3.98,6.0,53.34,2,0,0,1
55.57,0.67,0.41,1.08,5.0,0.99,4,0,0,1
55.57,0.11,0.0,0.11,5.0,0.0,2,0,0,0
2.72,3.99,92.05,96.04,5.0,15.14,2,0,1,1
3.89,15.38,40.14,55.52,5.0,0.96,2,1,1,1
2.37,1.29,0.25,1.54,5.0,0.0,2,0,0,1
55.57,2.24,7.26,9.5,5.0,0.24,2,0,0,1
2.37,1.29,0.13,1.42,5.0,0.0,2,0,0,1
3.41,1.21,0.0,1.21,5.0,0.0,2,0,0,1
1.85,2.48,0.1,2.58,5.0,0.0,2,0,0,1
1.85,2.96,0.15,3.11,5.0,0.0,2,0,0,1
55.57,0.17,0.0,0.17,5.0,0.0,2,0,0,0
55.57,0.74,0.0,0.74,5.0,0.0,6,0,0,1
1.99,0.6,0.0,0.6,5.0,0.0,2,0,0,0
3.89,11.95,30.9,42.85,5.0,32.68,2,0,0,1
59.85,0.15,0.0,0.15,5.0,0.0,2,0,0,0
1.85,13.91,0.5,14.41,5.0,0.19,2,0,0,1
55.57,0.99,0.0,0.99,5.0,0.0,4,0,0,1
55.57,1.85,4.16,6.01,5.0,1.65,2,0,0,1
21.61,0.0,0.0,0.0,5.0,0.0,2,0,0,0
55.57,0.51,1.36,1.87,5.0,0.0,2,0,0,1
3.89,0.0,4.83,4.83,5.0,0.94,2,0,0,0
2.72,5.68,67.38,73.06,5.0,86.7,2,0,1,1
55.57,0.75,0.45,1.2,5.0,0.0,2,0,0,0
21.61,0.72,0.8,1.52,5.0,0.02,2,0,0,0
1.85,1.04,0.91,1.95,5.0,0.37,2,0,0,1
3.89,0.02,5.94,5.96,5.0,0.01,2,0,0,1
55.57,1.28,0.0,1.28,5.0,0.0,2,0,0,1
3.41,16.53,72.99,89.52,5.0,5.49,2,0,1,1
3.89,0.0,0.05,0.05,5.0,152.41,2,0,0,1
21.61,0.28,0.16,0.44,5.0,0.0,2,0,0,0
59.85,1.94,6.69,8.63,5.5,13.3,6,0,1,1
3.41,2.7,45.16,47.86,5.0,37.79,2,0,0,1
55.57,0.0,0.03,0.03,5.0,0.0,2,0,0,0
1.85,0.0,0.0,0.0,5.0,0.0,2,0,0,0
1.99,1.71,0.0,1.71,5.0,0.09,2,0,0,1
21.61,0.0,0.0,0.0,5.0,0.03,2,0,0,0
2.72,1.46,0.75,2.21,5.0,0.11,2,0,0,1
1.99,1.19,0.0,1.19,5.0,0.0,2,0,0,1
