Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,label
65787.0,1021.125,409.1759,205.6027,66648.0,289.4177,0.8646,0.9871,0.6096,0.7929,1.9901,0.7073,0
69296.0,1032.322,415.7028,213.0216,69882.0,297.036,0.8587,0.9916,0.6516,0.8171,1.9515,0.7145,0
93398.0,1241.998,509.9614,234.5406,94916.0,344.8449,0.888,0.9840000000000001,0.7422,0.7609,2.1743,0.6762,1
81649.0,1124.076,452.9165,230.475,82299.0,322.4263,0.8608,0.9921,0.7279,0.812,1.9651,0.7119,1
83557.0,1155.853,478.7109,223.4494,84398.0,326.1719,0.8844,0.99,0.7715,0.7859,2.1424,0.6814,1
62615.0,1102.542,392.9788,206.4167,64422.0,282.3542,0.8509,0.972,0.6337,0.6473,1.9038,0.7185,0
71069.0,1043.6589999999999,407.9111,222.7584,71891.0,300.812,0.8377,0.9886,0.7294,0.8199,1.8312,0.7374,0
100429.0,1285.722,539.9668,237.5744,101282.0,357.5894,0.898,0.9916,0.765,0.7634,2.2728,0.6622,1
88653.0,1119.885,420.8444,269.7345,89471.0,335.971,0.7676,0.9909,0.713,0.8883,1.5602,0.7983,0
78956.0,1055.23,394.8831,255.8512,79664.0,317.0645,0.7617,0.9911,0.7386,0.8909999999999999,1.5434,0.8029,0
71503.0,1050.588,416.37800000000004,220.4251,72468.0,301.7291,0.8484,0.9867,0.7139,0.8141,1.889,0.7247,0
92541.0,1171.761,464.0699,254.9294,93348.0,343.2592,0.8356,0.9914,0.7325,0.847,1.8204,0.7397,0
74217.0,1086.718,425.3621,222.5791,75044.0,307.402,0.8522,0.9890000000000001,0.7426,0.7897,1.9111,0.7227,0
77538.0,1210.6689999999999,526.9045,187.9819,78333.0,314.2045,0.9342,0.9899,0.5362,0.6648,2.803,0.5963,1
91713.0,1264.782,543.0693,215.5678,92392.0,341.7201,0.9178,0.9927,0.7074,0.7205,2.5193,0.6292,1
96049.0,1223.507,495.2018,247.6135,96753.0,349.7047,0.866,0.9927,0.7145,0.8063,1.9999,0.7062,0
83194.0,1209.651,517.5243,205.1858,84025.0,325.4626,0.9179999999999999,0.9901,0.7399,0.7145,2.5222,0.6289,1
90475.0,1172.735,454.0345,256.6455,91992.0,339.4059,0.8249,0.9835,0.7561,0.8267,1.7691,0.7475,0
85763.0,1137.0910000000001,454.04400000000004,241.3613,86401.0,330.4495,0.847,0.9926,0.654,0.8335,1.8812,0.7278,1
77358.0,1147.854,488.9031,201.6832,78007.0,313.8396,0.9109,0.9917,0.6538,0.7378,2.4241,0.6419,1
108066.0,1314.362,539.751,255.3106,108893.0,370.9365,0.8811,0.9924,0.6341,0.7861,2.1141,0.6872,1
72500.0,1056.029,422.9586,219.3545,73252.0,303.8254,0.855,0.9897,0.7494,0.8170000000000001,1.9282,0.7183,0
75519.0,1091.496,439.4406,219.8421,76357.0,310.0867,0.8659,0.9890000000000001,0.6364,0.7966,1.9989,0.7056,0
68147.0,990.1160000000001,380.1906,228.9568,68743.0,294.5632,0.7983,0.9913,0.6934,0.8735,1.6605,0.7748,0
90610.0,1206.725,478.2473,242.49200000000002,91747.0,339.659,0.8619,0.9876,0.7396,0.7819,1.9722,0.7102,1
102952.0,1336.656,572.6104,229.3215,103802.0,362.0533,0.9163,0.9918,0.7440000000000001,0.7241,2.497,0.6323,1
62025.0,975.985,396.1922,199.7527,62565.0,281.0208,0.8636,0.9914,0.6688,0.8183,1.9834,0.7093,1
72269.0,1098.634,462.7871,199.3336,72971.0,303.341,0.9025,0.9904,0.7188,0.7524,2.3217,0.6555,1
91155.0,1192.481,477.0608,244.354,91952.0,340.67900000000003,0.8589,0.9913,0.6806,0.8055,1.9523,0.7141,0
83376.0,1143.656,467.79900000000004,227.3485,84065.0,325.8184,0.8740000000000001,0.9918,0.7485,0.8011,2.0576,0.6965,1
91349.0,1244.32,521.4462,224.0693,92472.0,341.0413,0.903,0.9879,0.7225,0.7414,2.3272,0.654,1
87264.0,1158.697,463.8239,240.5776,88036.0,333.3286,0.855,0.9912,0.6582,0.8168,1.9280000000000002,0.7187,0
72677.0,1138.136,488.5854,189.9325,73376.0,304.19599999999997,0.9213,0.9905,0.5225,0.705,2.5724,0.6226,1
74327.0,1105.649,459.1853,206.7791,74986.0,307.6298,0.8929,0.9912,0.5751,0.7641,2.2207,0.6699,1
61013.0,1020.686,430.3309,180.9423,61554.0,278.7188,0.9073,0.9912,0.6088,0.7359,2.3783,0.6477,1
84554.0,1114.065,423.9317,255.1256,85567.0,328.11199999999997,0.7986,0.9882,0.6913,0.8561,1.6617,0.774,0
73152.0,1091.8139999999999,461.2935,202.4611,73699.0,305.1885,0.8985,0.9926,0.7193,0.7711,2.2784,0.6616,1
77516.0,1125.379,463.6641,213.421,78287.0,314.1599,0.8878,0.9902,0.6111,0.7691,2.1725,0.6776,1
65584.0,1059.862,446.2805,188.5191,66243.0,288.9708,0.9064,0.9901,0.7247,0.7337,2.3673,0.6475,1
89885.0,1264.825,543.0948,212.0397,90934.0,338.2974,0.9206,0.9885,0.5199,0.7061,2.5613,0.6229,1
75307.0,1079.812,421.5085,228.3167,76138.0,309.6512,0.8406,0.9891,0.6739,0.8116,1.8462,0.7346,0
55926.0,963.1439999999999,380.5068,188.56,56727.0,266.8468,0.8686,0.9859,0.7305,0.7576,2.0180000000000002,0.7013,1
66894.0,1032.502,413.9267,206.4048,67682.0,291.8426,0.8668,0.9884,0.6249,0.7885,2.0054,0.7051,1
64399.0,960.6110000000001,354.4452,233.2255,65314.0,286.3483,0.753,0.986,0.7124,0.877,1.5198,0.8079,0
69320.0,1040.859,417.3041,212.2168,70054.0,297.0875,0.861,0.9895,0.7499,0.8041,1.9664,0.7119,1
103877.0,1240.142,478.2383,278.0698,104566.0,363.6761,0.8136,0.9934,0.7367,0.8488,1.7198,0.7604,0
67549.0,1004.3330000000001,392.5092,219.6762,68147.0,293.2679,0.8287,0.9912,0.7106,0.8415,1.7868,0.7472,0
75917.0,1069.411,420.2925,230.6208,76613.0,310.9028,0.836,0.9909,0.7132,0.8342,1.8224,0.7397,0
76259.0,1095.383,431.7982,226.6461,77235.0,311.6023,0.8512,0.9874,0.7093,0.7987,1.9052,0.7216,0
81185.0,1155.989,486.2447,213.2905,81776.0,321.5089,0.8987,0.9928,0.7440000000000001,0.7634,2.2797,0.6612,1
115050.0,1443.5970000000002,616.5789,238.4113,116063.0,382.7352,0.9222,0.9913,0.7078,0.6938,2.5862,0.6207,1
74028.0,1063.29,422.67199999999997,224.2771,74635.0,307.0104,0.8476,0.9919,0.7244,0.8228,1.8846,0.7264,0
88354.0,1211.18,485.5023,233.5975,89759.0,335.4039,0.8766,0.9843,0.5924,0.7569,2.0784,0.6908,0
74959.0,1059.482,399.9927,239.64700000000002,75668.0,308.9349,0.8007,0.9906,0.7352,0.8392,1.6691,0.7724,0
108497.0,1454.5829999999999,648.4012,213.4723,109343.0,371.6755,0.9443,0.9923,0.7492,0.6444,3.0374,0.5732,1
74091.0,1072.728,421.2427,225.9795,75124.0,307.14099999999996,0.8439,0.9862,0.6373,0.8091,1.8641,0.7291,0
69209.0,1020.574,395.2678,223.7348,69893.0,296.8495,0.8244,0.9902,0.7337,0.835,1.7667,0.7509999999999999,0
98464.0,1397.2320000000002,610.3292,206.2386,99519.0,354.0738,0.9412,0.9894,0.5594,0.6338,2.9593,0.5801,1
81694.0,1118.8519999999999,442.772,235.8376,82443.0,322.5152,0.8463,0.9909,0.6411,0.8201,1.8774,0.7284,0
112682.0,1361.8410000000001,557.6689,259.8084,113842.0,378.7759,0.8848,0.9898,0.5933,0.7635,2.1465,0.6792,1
91716.0,1291.052,554.9069,211.8775,92461.0,341.7257,0.9242,0.9919,0.6373,0.6915,2.6189999999999998,0.6158,1
66104.0,1040.25,425.5992,199.0564,66778.0,290.1142,0.8839,0.9899,0.6922,0.7676,2.1381,0.6817,0
98841.0,1254.765,497.7784,253.9804,99728.0,354.751,0.86,0.9911,0.6412,0.7889,1.9599,0.7127,1
92954.0,1179.934,465.6502,255.44,93932.0,344.0243,0.8361,0.9896,0.742,0.8390000000000001,1.8229,0.7388,0
103529.0,1331.48,561.6831,236.1687,104513.0,363.0664,0.9073,0.9906,0.7492,0.7338,2.3783,0.6464,1
95497.0,1199.376,472.5344,258.6676,96748.0,348.6984,0.8369,0.9871,0.7387,0.8342,1.8268,0.7379,0
100367.0,1346.495,585.7404,218.5937,101234.0,357.47900000000004,0.9278,0.9914,0.7609999999999999,0.6957,2.6796,0.6103,1
85084.0,1203.295,506.6272,214.7488,85843.0,329.1387,0.9057,0.9912,0.5776,0.7384,2.3592,0.6497,1
70175.0,1029.917,390.8671,229.4874,70940.0,298.914,0.8095,0.9892,0.7329,0.8314,1.7032,0.7647,0
63873.0,970.898,380.6654,214.3717,64512.0,285.1765,0.8264,0.9901,0.7402,0.8515,1.7757,0.7492,0
65789.0,1047.017,424.7019,198.0334,66544.0,289.4221,0.8846,0.9887,0.5879,0.7541,2.1446,0.6815,1
86142.0,1210.049,511.3968,215.8945,87164.0,331.1788,0.9065,0.9883,0.7673,0.7393,2.3687,0.6476,1
68785.0,1077.077,452.9371,193.7411,69507.0,295.9388,0.9039,0.9896,0.674,0.7451,2.3378,0.6534,1
73352.0,1028.235,391.4556,239.6153,73946.0,305.6054,0.7908,0.992,0.7249,0.8718,1.6337,0.7807,0
79175.0,1134.729,465.2679,218.1698,80151.0,317.5039,0.8832,0.9878,0.6828,0.7727,2.1326,0.6824,0
66523.0,1022.985,405.2955,210.1596,67228.0,291.0322,0.8551,0.9895,0.7516,0.7988,1.9285,0.7181,0
83762.0,1173.556,484.7603,220.6686,84684.0,326.5717,0.8904,0.9891,0.6772,0.7643,2.1968,0.6737,0
67977.0,986.403,379.36,228.8949,68475.0,294.1955,0.7975,0.9927,0.7494,0.8779,1.6574,0.7755,0
85670.0,1188.601,492.793,222.0777,86496.0,330.2702,0.8927,0.9905,0.6533,0.762,2.219,0.6702,1
67562.0,1017.263,383.6983,228.6981,68465.0,293.2961,0.8029999999999999,0.9868,0.6326,0.8204,1.6777,0.7644,1
91503.0,1230.347,512.1994,228.6649,92361.0,341.3286,0.8948,0.9907,0.5762,0.7596,2.24,0.6664,1
80759.0,1151.8,470.9778,219.5215,81722.0,320.6642,0.8847,0.9882,0.764,0.765,2.1455,0.6808,0
73528.0,1120.983,470.4879,200.6111,74343.0,305.9718,0.9045,0.9890000000000001,0.6729999999999999,0.7353,2.3453,0.6503,1
69573.0,1005.835,390.96,227.7105,70068.0,297.6291,0.8129,0.9929,0.6752,0.8642,1.7169,0.7613,0
88901.0,1130.1480000000001,435.9188,260.4888,89632.0,336.4406,0.8018,0.9918,0.7272,0.8747,1.6735,0.7718,0
56561.0,902.59,342.3154,210.7994,57075.0,268.3574,0.7879,0.991,0.7351,0.8725,1.6239,0.7839,0
75421.0,1173.5739999999998,510.5464,188.4542,76426.0,309.8855,0.9294,0.9869,0.7559999999999999,0.6881,2.7091,0.607,1
92150.0,1202.607,469.3404,251.1938,93174.0,342.5332,0.8447,0.9890000000000001,0.7295,0.8007,1.8684,0.7298,0
90230.0,1204.874,484.9969,238.3787,91291.0,338.94599999999997,0.8709,0.9884,0.7395,0.7809999999999999,2.0346,0.6989,0
83987.0,1162.968,448.6445,239.7751,85055.0,327.01,0.8452,0.9874,0.6689,0.7803,1.8711,0.7289,0
56899.0,997.835,405.4002,181.2477,58404.0,269.1581,0.8945,0.9742,0.7651,0.7181,2.2367,0.6639,1
94293.0,1213.491,496.2845,243.012,95045.0,346.4933,0.8719,0.9921,0.7559,0.8047,2.0422,0.6982,1
95832.0,1229.239,501.0219,244.0251,96696.0,349.3095,0.8734,0.9911,0.7319,0.797,2.0532,0.6972,0
54519.0,917.658,374.8733,185.6847,54979.0,263.4687,0.8687,0.9916,0.7651,0.8136,2.0189,0.7028,1
89243.0,1226.934,515.7186,221.1813,89988.0,337.0871,0.9034,0.9917,0.5553,0.745,2.3317,0.6536,1
82826.0,1178.495,491.6711,215.7218,83554.0,324.742,0.8986,0.9913,0.6472,0.7494,2.2792,0.6605,1
63348.0,986.059,398.50199999999995,203.55599999999998,63955.0,284.0021,0.8597,0.9905,0.6739,0.8187,1.9577,0.7127,1
79638.0,1100.285,436.601,233.9445,80282.0,318.4309,0.8443,0.992,0.7241,0.8266,1.8663,0.7293,0
72356.0,1056.731,416.6535,222.7646,73449.0,303.5235,0.8451,0.9851,0.7225,0.8142,1.8704,0.7285,1
105708.0,1298.708,536.2754,251.9351,106758.0,366.8673,0.8828,0.9902,0.7333,0.7876,2.1286,0.6841,1
65846.0,1081.35,464.8675,180.6949,66478.0,289.5475,0.9214,0.9905,0.5549,0.7076,2.5727,0.6229,1
85669.0,1246.563,454.3999,242.7739,87064.0,330.2683,0.8453,0.9840000000000001,0.7486,0.6928,1.8717,0.7268,1
92261.0,1204.777,486.9531,242.0503,93162.0,342.7395,0.8677,0.9903,0.7164,0.7988,2.0118,0.7038,0
93769.0,1188.361,463.5269,259.097,94994.0,345.5292,0.8292,0.9871,0.7284,0.8344,1.7890000000000001,0.7454,0
91283.0,1179.862,460.4477,252.8908,92261.0,340.9181,0.8357,0.9894,0.6609,0.8240000000000001,1.8207,0.7404,0
86589.0,1221.667,510.8797,216.3206,87440.0,332.037,0.9059,0.9903,0.7396,0.7291,2.3617,0.6499,1
83148.0,1108.881,438.9682,241.533,83703.0,325.3726,0.835,0.9934,0.6906,0.8498,1.8174,0.7412,0
73804.0,1069.895,429.1019,220.278,74461.0,306.5455,0.8582,0.9912,0.7493,0.8102,1.9480000000000002,0.7144,0
72470.0,1023.368,388.2181,238.7748,73097.0,303.7625,0.7885,0.9914,0.748,0.8696,1.6259,0.7825,0
94660.0,1284.719,548.8803,220.1875,95413.0,347.1669,0.9159999999999999,0.9921,0.7382,0.7207,2.4928,0.6325,1
108803.0,1399.308,602.1861,230.3186,109682.0,372.1993,0.924,0.992,0.7678,0.6983,2.6146,0.6181,1
79791.0,1098.242,443.2941,229.5854,80395.0,318.7367,0.8554,0.9925,0.7227,0.8313,1.9308,0.7190000000000001,1
84930.0,1124.789,436.0889,248.9411,85806.0,328.8407,0.8211,0.9898,0.6729,0.8436,1.7518,0.7541,0
58469.0,1007.041,430.2003,173.8137,59077.0,272.8462,0.9147,0.9897,0.746,0.7245,2.4751,0.6342,1
93040.0,1184.376,461.3713,259.41700000000003,94143.0,344.1834,0.8270000000000001,0.9883,0.7036,0.8335,1.7785,0.746,0
71362.0,1049.755,414.9604,219.8383,72526.0,301.4315,0.8481,0.9840000000000001,0.6529,0.8138,1.8876,0.7264,0
66684.0,1050.377,440.6173,192.9502,67302.0,291.3841,0.899,0.9908,0.725,0.7595,2.2836,0.6613,1
75035.0,1092.214,439.5387,218.7103,75771.0,309.0915,0.8674,0.9903,0.6043,0.7904,2.0097,0.7032,0
87913.0,1169.888,445.6384,252.9865,89481.0,334.5659,0.8232,0.9825,0.7415,0.8072,1.7615,0.7508,0
82133.0,1153.0610000000001,444.589,235.6439,83220.0,323.3806,0.848,0.9869,0.7324,0.7763,1.8867,0.7274,0
90106.0,1300.553,501.3463,231.4713,91944.0,338.713,0.887,0.98,0.6802,0.6694,2.1659,0.6756,1
79102.0,1120.31,430.87,234.4646,79999.0,317.3575,0.8390000000000001,0.9888,0.6653,0.792,1.8377,0.7366,0
73428.0,1040.181,396.1797,236.9738,74075.0,305.7637,0.8014,0.9913,0.735,0.8528,1.6718,0.7718,0
104737.0,1288.657,528.9044,252.9356,105800.0,365.1784,0.8782,0.99,0.7559,0.7926,2.0911,0.6904,1
66458.0,992.051,381.5638,222.5322,67118.0,290.8899,0.8123,0.9902,0.7396,0.8486,1.7146,0.7624,0
80857.0,1114.855,429.9383,240.6893,81791.0,320.8587,0.8286,0.9886,0.684,0.8175,1.7863,0.7463,0
63789.0,977.61,386.7988,210.7891,64483.0,284.9889,0.8385,0.9892,0.7476,0.8387,1.835,0.7368,0
94732.0,1264.286,528.8004,228.8145,95643.0,347.2989,0.9015,0.9905,0.6916,0.7448,2.311,0.6568,1
56718.0,973.293,408.9173,177.0455,57147.0,268.7296,0.9014,0.9925,0.6937,0.7524,2.3097,0.6572,1
93857.0,1239.105,508.6896,237.4284,95180.0,345.6913,0.8844,0.9861,0.5796,0.7682,2.1425,0.6796,1
57907.0,949.8,387.4814,191.2462,58497.0,271.5317,0.8697,0.9899,0.7104,0.8066,2.0261,0.7008,0
95827.0,1214.5710000000001,473.2304,260.5924,97179.0,349.3003,0.8347,0.9861,0.7077,0.8163,1.8159999999999998,0.7381,0
79384.0,1108.9180000000001,439.4104,231.1731,80331.0,317.9227,0.8504,0.9882,0.6775,0.8112,1.9008,0.7235,0
80705.0,1208.614,515.5391,200.4272,81824.0,320.557,0.9213,0.9863,0.5118,0.6943,2.5722,0.6218,1
78779.0,1110.366,447.7541,225.5164,79489.0,316.7089,0.8639,0.9911,0.7223,0.8029,1.9855,0.7073,1
73326.0,1048.647,408.789,229.636,74342.0,305.5512,0.8273,0.9863,0.7165,0.8379,1.7802,0.7475,0
67658.0,1000.448,385.5023,225.644,68313.0,293.5044,0.8108,0.9904,0.6995,0.8495,1.7085,0.7614,0
67699.0,1023.7189999999999,405.671,213.4477,68507.0,293.5933,0.8504,0.9882,0.6923,0.8118,1.9006,0.7237,0
82684.0,1177.123,495.6879,213.9969,83294.0,324.4635,0.902,0.9927,0.5864,0.7499,2.3163,0.6546,1
70388.0,1044.665,426.7972,211.0762,71013.0,299.3673,0.8691,0.9912,0.7189,0.8105,2.022,0.7014,0
91025.0,1211.951,503.1001,230.9089,91782.0,340.4359,0.8885,0.9918,0.7607,0.7788,2.1788,0.6767,1
71191.0,1013.243,393.348,231.2788,71813.0,301.0701,0.8089,0.9913,0.6809999999999999,0.8714,1.7008,0.7654,0
66226.0,1029.435,425.7989,198.7628,66792.0,290.3818,0.8844,0.9915,0.6324,0.7853,2.1422,0.682,1
75714.0,1087.855,444.7661,217.8407,76370.0,310.4868,0.8718,0.9914,0.6686,0.804,2.0417,0.6981,1
75084.0,1035.296,388.4408,246.8196,75950.0,309.1924,0.7722,0.9886,0.7543,0.8803,1.5738,0.7959999999999999,0
97073.0,1238.127,500.902,247.4459,97845.0,351.5639,0.8695,0.9921,0.6068,0.7958,2.0243,0.7019,1
69852.0,1024.846,409.4711,218.1039,70369.0,298.2253,0.8463,0.9927,0.6654,0.8357,1.8774,0.7283,0
96325.0,1305.855,551.395,224.9857,97155.0,350.2068,0.9129999999999999,0.9915,0.5223,0.7098,2.4508,0.6351,1
71333.0,1020.99,398.0117,228.7039,71953.0,301.3702,0.8184,0.9914,0.726,0.8599,1.7403,0.7572,0
77346.0,1118.705,453.5943,218.0136,78335.0,313.8152,0.8769,0.9874,0.7359,0.7766,2.0806,0.6918,1
52342.0,953.992,409.2241,163.8458,52796.0,258.1548,0.9163,0.9914,0.6559,0.7227,2.4976,0.6308,1
96807.0,1171.144,437.3727,283.4197,97874.0,351.0819,0.7616,0.9891,0.7325,0.8869,1.5432,0.8027,0
61600.0,991.8889999999999,409.5794,191.8614,62223.0,280.0563,0.8835,0.99,0.7683,0.7868,2.1348,0.6838,1
60793.0,1057.876,456.6684,171.1951,61707.0,278.2158,0.9271,0.9852,0.7144,0.6826,2.6675,0.6092,1
88581.0,1198.677,482.075,235.5557,89909.0,335.8345,0.8725,0.9852,0.6207,0.7747,2.0465,0.6966,1
99780.0,1178.461,435.2836,292.6174,100487.0,356.4321,0.7403,0.993,0.7403,0.9029,1.4876,0.8189,0
99273.0,1348.046,581.9158,217.861,100461.0,355.5254,0.9273,0.9882,0.6584,0.6865,2.6710000000000003,0.611,1
84041.0,1189.879,493.6058,217.7632,85051.0,327.1152,0.8974,0.9881,0.59,0.7459,2.2667,0.6627,1
98457.0,1218.752,465.8918,270.6915,99556.0,354.0612,0.8139,0.9890000000000001,0.7265,0.833,1.7211,0.76,0
81258.0,1169.031,477.91900000000004,217.8448,82645.0,321.6534,0.8901,0.9832,0.7208,0.7472,2.1939,0.6729999999999999,0
76461.0,1060.714,406.9421,240.8816,77449.0,312.0147,0.8059999999999999,0.9872,0.7168,0.8540000000000001,1.6894,0.7667,0
76863.0,1069.733,419.0763,235.3793,77515.0,312.8338,0.8274,0.9916,0.7434,0.8441,1.7804,0.7465,0
74559.0,1029.4660000000001,391.779,243.1817,75040.0,308.1095,0.784,0.9936,0.7258,0.8841,1.6111,0.7864,0
57041.0,914.675,346.6923,210.9707,57939.0,269.4937,0.7935,0.9845,0.7147,0.8568,1.6433,0.7773,0
92369.0,1221.899,499.5711,235.9968,93072.0,342.94,0.8814,0.9924,0.5983,0.7774,2.1169,0.6865,1
77957.0,1080.9569999999999,426.9829,233.7188,78761.0,315.0523,0.8369,0.9898,0.7229,0.8384,1.8269,0.7379,0
80288.0,1193.41,496.2107,207.5564,82781.0,319.7278,0.9083,0.9699,0.6049,0.7084,2.3907,0.6443,0
97790.0,1271.241,532.3676,235.2577,98521.0,352.8599,0.8971,0.9926,0.7546,0.7604,2.2629,0.6628,1
66790.0,1011.459,401.4706,212.6615,67557.0,291.6156,0.8482,0.9886,0.7465,0.8204,1.8878,0.7264,0
68860.0,1027.8339999999998,382.1779,232.072,69990.0,296.1001,0.7945,0.9839,0.7225,0.8191,1.6468,0.7748,0
71802.0,1089.569,460.163,198.9511,72416.0,302.3593,0.9017,0.9915,0.5987,0.76,2.3129,0.6571,1
103495.0,1331.5970000000002,556.645,238.7312,104549.0,363.0068,0.9034,0.9899,0.7218,0.7335,2.3317,0.6521,1
75710.0,1043.526,395.51099999999997,244.5521,76522.0,310.4786,0.7859,0.9894,0.7412,0.8737,1.6173,0.785,0
70222.0,1025.2830000000001,402.12,223.0969,70779.0,299.0141,0.8320000000000001,0.9921,0.6990000000000001,0.8395,1.8024,0.7436,0
82306.0,1059.11,390.5541,268.9078,82826.0,323.721,0.7252,0.9937,0.7279,0.9221,1.4524,0.8289,0
74478.0,1108.664,464.0992,204.6784,75065.0,307.9421,0.8975,0.9922,0.6437,0.7614,2.2675,0.6635,1
82425.0,1104.453,433.2877,243.2176,83167.0,323.9549,0.8276,0.9911,0.7254,0.8491,1.7815,0.7477,0
90161.0,1156.974,433.6418,266.4341,91112.0,338.8164,0.789,0.9896,0.7148,0.8464,1.6276,0.7813,0
82992.0,1119.277,422.5292,250.6965,83998.0,325.0672,0.805,0.988,0.7064,0.8325,1.6854,0.7693,0
68063.0,1139.029,505.1026,173.269,68640.0,294.3816,0.9393,0.9916,0.7551,0.6593,2.9151,0.5828,1
95759.0,1261.524,524.2809,234.275,96648.0,349.1764,0.8946,0.9908,0.7249,0.7561,2.2379,0.6659999999999999,1
69528.0,1049.346,414.5252,215.1771,70426.0,297.5329,0.8547,0.9872,0.6144,0.7935,1.9264,0.7178,0
80760.0,1110.025,432.0108,238.3009,81503.0,320.6662,0.8341,0.9909,0.6636,0.8236,1.8129,0.7423,0
99850.0,1242.628,489.7905,260.996,101228.0,356.5571,0.8462,0.9864,0.7413,0.8126,1.8766,0.728,0
75129.0,1123.372,473.3268,203.6701,75855.0,309.285,0.9027,0.9904,0.5647,0.7481,2.324,0.6534,1
63415.0,944.6489999999999,355.4745,227.7657,63956.0,284.1522,0.7678,0.9915,0.7445,0.893,1.5607,0.7994,0
66847.0,1029.008,406.4758,211.0741,67571.0,291.74,0.8546,0.9893,0.7156,0.7933,1.9257,0.7177,0
77208.0,1162.261,495.6296,199.31400000000002,78049.0,313.5351,0.9156,0.9892,0.7653,0.7182,2.4867,0.6326,1
70661.0,1023.814,389.9238,232.1742,71433.0,299.9473,0.8034,0.9892,0.7399,0.8471,1.6794,0.7692,0
71379.0,1112.928,411.6989,222.1231,72534.0,301.4674,0.8420000000000001,0.9841,0.6977,0.7242,1.8535,0.7323,1
77691.0,1079.665,412.6364,240.9295,78673.0,314.5143,0.8118,0.9875,0.6841,0.8375,1.7127,0.7622,0
104272.0,1209.475,436.0609,305.818,105567.0,364.3669,0.7128,0.9877,0.7356,0.8957,1.4259,0.8356,0
93261.0,1229.362,509.301,234.175,93958.0,344.5919,0.888,0.9926,0.7502,0.7754,2.1749,0.6766,1
86159.0,1153.708,444.88,248.0075,87338.0,331.2115,0.8302,0.9865,0.6673,0.8134,1.7938,0.7445,0
74883.0,1069.277,432.0275,221.9099,75559.0,308.7782,0.858,0.9911,0.7382,0.823,1.9469,0.7147,1
101189.0,1307.9,538.2711,241.2051,102562.0,358.9399,0.894,0.9866,0.6451,0.7434,2.2316,0.6668,1
60160.0,995.1469999999999,419.6749,183.0501,60654.0,276.7636,0.8999,0.9919,0.7678,0.7634,2.2927,0.6595,1
69701.0,1011.576,387.5061,230.4676,70533.0,297.9028,0.8039,0.9882,0.7647,0.856,1.6814,0.7688,0
85227.0,1147.99,439.88300000000004,247.3608,85996.0,329.4152,0.8269,0.9911,0.7211,0.8127,1.7783,0.7489,0
89789.0,1169.828,461.9005,248.8341,90826.0,338.1167,0.8425,0.9886,0.7275,0.8245,1.8563,0.732,0
104650.0,1337.576,561.8034,237.6869,105836.0,365.0267,0.9061,0.9888,0.6268,0.735,2.3636,0.6497,1
75716.0,1064.63,427.7998,225.9345,76238.0,310.4909,0.8492,0.9932,0.7441,0.8395,1.8935,0.7258,0
61712.0,1122.674,370.2319,214.4666,62992.0,280.3108,0.8151,0.9797,0.7008,0.6153,1.7263,0.7571,0
92472.0,1160.847,439.7017,269.5813,93335.0,343.1312,0.79,0.9908,0.7365,0.8623,1.6311,0.7804,0
95971.0,1303.774,558.4169999999999,219.8414,96950.0,349.5627,0.9192,0.9899,0.7065,0.7095,2.5401,0.626,1
69300.0,1040.521,424.371,208.6794,69924.0,297.0446,0.8707,0.9911,0.7359,0.8043,2.0336,0.7,1
73662.0,1050.083,407.465,231.4105,74267.0,306.2505,0.8231,0.9919,0.6834,0.8395,1.7608,0.7516,0
67629.0,1043.16,394.4112,219.7025,69144.0,293.4415,0.8305,0.9781,0.6970000000000001,0.7809999999999999,1.7952,0.7440000000000001,0
81665.0,1158.432,476.5435,218.6615,82439.0,322.4579,0.8885,0.9906,0.6625,0.7647,2.1794,0.6767,1
67440.0,1041.388,417.9546,206.9024,68744.0,293.0312,0.8689,0.981,0.7312,0.7815,2.0201,0.7011,0
80595.0,1130.052,452.6233,228.4835,81798.0,320.3385,0.8632,0.9853,0.6112,0.7931,1.9809999999999999,0.7077,0
77244.0,1110.4160000000002,463.2871,212.6756,77867.0,313.6082,0.8884,0.992,0.7088,0.7872,2.1784,0.6769,1
92115.0,1170.353,466.4165,251.8191,92719.0,342.4682,0.8417,0.9935,0.6931,0.8451,1.8522,0.7343,1
136574.0,1559.45,661.9113,267.385,138384.0,417.0029,0.9148,0.9869,0.5313,0.7057,2.4755,0.63,1
75998.0,1075.001,422.841,230.2788,76871.0,311.0686,0.8387,0.9886,0.7236,0.8264,1.8362,0.7357,0
82527.0,1124.691,450.3471,234.535,83174.0,324.1553,0.8537,0.9922,0.6348,0.8199,1.9202,0.7198,1
105056.0,1277.271,518.9068,258.4526,105896.0,365.7341,0.8671,0.9921,0.6128,0.8092,2.0077,0.7048,1
68806.0,1030.201,419.4277,210.0487,69379.0,295.98400000000004,0.8656,0.9917,0.7426,0.8147,1.9968,0.7057,1
68402.0,1009.442,404.2331,216.3525,68986.0,295.1138,0.8447,0.9915,0.735,0.8436,1.8684,0.7301,1
107171.0,1408.115,616.0277,222.1401,108266.0,369.3973,0.9327,0.9899,0.7664,0.6792,2.7731,0.5996,1
94876.0,1185.392,446.0291,271.8605,95706.0,347.5628,0.7928,0.9913,0.7340000000000001,0.8485,1.6407,0.7792,0
